1.510000000000000009e+00,1.122259427163976690e-02,3.470776091916057737e+00,1.410351395778823135e-05
1.550408163265306172e+00,9.255737934175121973e-02,3.099521800603694532e-01,3.575909150623202116e-04
1.590816326530612335e+00,2.176488602536627293e-01,1.830946196766707335e-01,1.154629407552135384e-03
1.631224489795918497e+00,4.115482350897884389e-01,3.809195880925578259e-01,2.390391640038463158e-03
1.671632653061224438e+00,6.704764661612123700e-01,6.389803835549447975e-01,4.040960299530430531e-03
1.712040816326530601e+00,9.892286195374119240e-01,1.699799033190106945e+00,6.073267048872544281e-03
1.752448979591836764e+00,1.361228060764932524e+00,2.569808898576760647e+00,8.445430017341878232e-03
1.792857142857142927e+00,1.778645169594801789e+00,2.024222712685678882e+00,1.110750927275450627e-02
1.833265306122449090e+00,2.232578460866363912e+00,2.374921720147692650e+00,1.400266745110791307e-02
1.873673469387755031e+00,2.713290800109682266e+00,2.697071491172895019e+00,1.706868857346044779e-02
1.914081632653061416e+00,3.210488585237792236e+00,3.198183525749541900e+00,2.023977634417077967e-02
1.954489795918367356e+00,3.713627973925954340e+00,3.739716026353161915e+00,2.344852820813028010e-02
1.994897959183673519e+00,4.212229990763283638e+00,4.207747484632575308e+00,2.662796664149098130e-02
2.035306122448979682e+00,4.696185945446505805e+00,4.695416939456294791e+00,2.971350654836097185e-02
2.075714285714285623e+00,5.156036049003444255e+00,5.158688629281435567e+00,3.264474733202438889e-02
2.116122448979592008e+00,5.583207167757486822e+00,5.588969416468731133e+00,3.536699843389552039e-02
2.156530612244897949e+00,5.970199825915787351e+00,6.066943281692119605e+00,3.783247466679261206e-02
2.196938775510204334e+00,6.310719261610802100e+00,6.407642681071984647e+00,4.000112852507136524e-02
2.237346938775510274e+00,6.599749957800824518e+00,6.696345076929019591e+00,4.184111684561800382e-02
2.277755102040816659e+00,6.833577102676955839e+00,6.929260088612003265e+00,4.332892539385100467e-02
2.318163265306122600e+00,7.009761537443395696e+00,7.652063160492018845e+00,4.444919491768879044e-02
2.358571428571428541e+00,7.127076759097823455e+00,7.823792024861377925e+00,4.519430494069000270e-02
2.398979591836734926e+00,7.185417468410219222e+00,7.933925271425058767e+00,4.556377716689712781e-02
2.439387755102040867e+00,7.185689125091747620e+00,7.449710374725483142e+00,4.556355980316657839e-02
2.479795918367346808e+00,7.129687208455347758e+00,7.395243008751905656e+00,4.520524882559879415e-02
2.520204081632653192e+00,7.019973626795006361e+00,1.086841113946942095e+01,4.450529384442298425e-02
2.560612244897959577e+00,6.859756204961110271e+00,7.061686048455428910e+00,4.348422627799169299e-02
2.601020408163265518e+00,6.652775602197981364e+00,6.862075209953999888e+00,4.216593728919369732e-02
2.641428571428571459e+00,6.403202516072739492e+00,6.613809426421749293e+00,4.057702328639285760e-02
2.681836734693877844e+00,6.115546706556931333e+00,6.329885654844366272e+00,3.874620832609033255e-02
2.722244897959183785e+00,5.794578274968574583e+00,6.008964446610518984e+00,3.670384576182875863e-02
2.762653061224489726e+00,5.445260768091237047e+00,5.662917792514716275e+00,3.448149602356483795e-02
2.803061224489796111e+00,5.072695036560507909e+00,5.402327797976743007e+00,3.211157339124404847e-02
2.843469387755102495e+00,4.682072332443342866e+00,4.993961695608398976e+00,2.962705186587405795e-02
2.883877551020408436e+00,4.278634851673265516e+00,4.597504533500305968e+00,2.706121852662712879e-02
2.924285714285714377e+00,3.867641780363162418e+00,4.197777306313624557e+00,2.444746188202479367e-02
2.964693877551020762e+00,3.454338861548728712e+00,3.802309411303625986e+00,2.181908249287854359e-02
3.005102040816326703e+00,3.043929538132505996e+00,3.420526253633472624e+00,1.920911342037642452e-02
3.045510204081632644e+00,2.641545833003824839e+00,3.064274147817573013e+00,1.665013873526863947e-02
3.085918367346939029e+00,2.252217289450316073e+00,2.794267695126148698e+00,1.417409935752986933e-02
3.126326530612245413e+00,1.880836510733688183e+00,2.170394944880568833e+00,1.181207686158010535e-02
3.166734693877551354e+00,1.532120108153105065e+00,1.815134473970838158e+00,9.594047589993283040e-03
3.207142857142857295e+00,1.210564195694638245e+00,1.485900782902997541e+00,7.548601495409343158e-03
3.247551020408163680e+00,9.203939605658901790e-01,1.226182955165324939e+00,5.702622606251237652e-03
3.287959183673469621e+00,6.655072946794540201e-01,8.878173594486212794e-01,4.080930904989644829e-03
3.328367346938775562e+00,4.494129901352642009e-01,6.713339379627206727e-01,2.705888707763788592e-03
3.368775510204081947e+00,2.751645725762985606e-01,4.867734535647845751e-01,1.596978285769837247e-03
3.409183673469388332e+00,1.452914513077281644e-01,4.235522195011240942e-01,7.703613566776876080e-04
3.449591836734693828e+00,6.172967481409365881e-02,3.307132402469072918e-01,2.384350125645089526e-04
3.490000000000000213e+00,7.481931709270139841e-03,5.171745348774277051e-01,9.402379591348104438e-06
